Object Unique ID,Level,File name,File use,Type of Resource,Language,Title,Variant,Variant.1,Variant.2,Corporate:Creator,Corporate:enacting jurisdiction,Corporate:issuing body,Corporate:issuing body.1,Corporate:issuing body.2,Date:creation,Date:begin,Date:end,Identifier:OCLC number,bib,Note:,Note:.1,Note:.2,Note:.3,Note:.4,Note:.5,Note:.6,Note:description,Note:material details,Note:physical description,Note:publication,Person:Creator,Person:author,Person:issuing body,Person:issuing body.1,bibex,FAST Name,FAST Corporate,FAST Conference,FAST Topic,FAST Geographic,FAST Genre
N65537#92,Object,,,text,spa  - Spanish; Castilian ,"El Exmo. Señor Ministro de Gracia y Justicia D. Josef Garcia de la Torre con fecha de 9 de Marzo último me ha comunicado la Real órden siguiente ... el Rey dirigirme el Decreto ... Nada es tan propio de los Reyes como promover la felicidad de los pueblos que la Divina Providencia ha confiado á su cargo. Penetrado mi Real corazon de este Dogma inalterable de la moral de los gobiernos, he creido conseguir tan saludables fines mediante la puntual observancia de la Constitucion política de la Monarquía, promulgada en Cádiz por las Córtes generales y extraordinarias el dia 19 de Marzo de 1812",Nada es tan propio de los Reyes como promover la felicidad de los pueblos que la Divina Providencia ha confiado á su cargo,,,,New Spain,"Spain, Cortes (1820-1823)","New Spain, Viceroy (1816-1821 : Apodaca)","Spain, Sovereign (1814-1833 : Ferdinand VII)",1820,1820-01-01,1820-12-31,1012491893,b9624397,Title from first lines of text,Page [4] blank,Dated and type-signed at end: Dado en Méjco 24 de Julio de 1820. Del Venadito,,,,,"Circular issued by the viceroy of New Spain, communicating a royal decree from Fernando VII of Spain",text,"1 sheet (4 unnumbered pages) ; 21 x 30 cm, folded to 21 x 15 cm",Mexico : publisher not identified,,,"Apodaca, Juan Ruiz de",,b96243971,,,Wars of Independence (Mexico : 1810-1821),Politics and government,Mexico | New Spain,History | Sources
N65537#93,Object,,,text,spa  - Spanish; Castilian ,El Exmo. Sr. Presidente interino de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... el Congreso general ha decretado ... son nulos y de ningun valor ni efecto los decretos expedidos en 17 de diciembre de 1833 y 22 de abril de 1834,,,,,Mexico,"Mexico, Ministerio de Justicia y Negocios Eclesiásticos",,,1835,1835-01-01,1835-12-31,54264187,b9667554,Title from first lines of text,At head of sheet: Ministerio de Justicia y Negocios Eclesiasticos,Circular dated and signed at end: México 1 ̊de abril de 1835. Blasco,Decree dated: 1 ̊de abril de 1835,,,,"Broadside issued by the Ministry of Justice during the presidency of Miguel Barragán, communicating a national decree revoking earlier legislation concerning ecclesiastical benefices",text,1 sheet ; 30 x 21 cm,Mexico : publisher not identified,,,"Blasco, José Mariano","Barragán, Miguel, 1789-1836",b96675548,,Catholic Church,,"Benefices, Ecclesiastical",Mexico,History | Sources
N65537#94,Object,,,text,spa  - Spanish; Castilian ,"El Exmo. Sr. Vice-Presidente de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... A todos los empleados de la federacion que hayan sido depuestos de sus destinos, ó se les haya obligado á emigrar por haber resistídose á adoptar el plan de centralismo proclamado por la guarnicion de Yucatán en 5 de noviembre de 1829, se les abonará íntegramente el sueldo de la dotacion de sus respectivos empleos","Secretaria de Hacienda, Seccion 2a",,,,Mexico,"Mexico, Secretaría de Hacienda",,,1834,1834-01-01,1834-12-31,994246229,b9480594,At top of sheet: Secretaria de Hacienda. Seccion 2a,Circular dated and signed at end: México Enero 25 de 1834. Antonio Garay,,,,,,"Decree issued under Vice-President Gómez Farías declaring that government employees who lost wages due to resisting Yucatán's ""plan de centralismo"" of 5 November will now be reimbursed",text,1 sheet (2 pages) ; 31 x 22 cm,Mexico : publisher not identified,,,"Gómez Farías, Valentín, 1781-1858","Garay, Antonio",b94805945,,,,Politics and government,Mexico,Sources
N65537#95,Object,,,text,spa  - Spanish; Castilian ,"Entre tanto se dán las leyes que señalen las facultades de los Gobiernos Departamentales en los ramos de Hacienda, asi como tambien la que designe las rentas de los mismos Departamentos ... se practicara precisa é indispensablemente, en el primer dia útil de cada mes, un corte de caja en todas los oficinas que manejan caudales de la Hacienda pública","Ministerio de Hacienda, Seccion de Cuenta y Razon. Circular",,,,Mexico,"Mexico, President (1844-1845 : Herrera)",,,1845,1845-01-01,1845-12-31,1015903785,b9641779,Type-signed at end: Echeverría,"Dated: México, Marzo 18 de 1845",Title from first lines of text,,,,,Decree issuing during the administration of Joaquín de Herrera setting forth rules managing funds of the public treasury,text,1 sheet (2 unnumbered pages) ; 22 x 16 cm,Mexico : publisher not identified,,,"Herrera, José Joaquín de, 1792-1854","Echeverría, Pedro José",b96417791,,,,"Finance, Public | Politics and government",Mexico,History | Sources
N65537#90,Object,,,text,spa  - Spanish; Castilian ,"Severo Cosio, Gobernador constitucional interino del Estado libre de Zacatecas ... Que por el Ministerio de Relaciones Esteriores y Gobernacion ... Benito Juarez Presidente constitucional de los Estados-Unidos Mexicanos ... Art. 1o. Se declara que la ley de 12 de Abril del año próximo pasado, en la parte que previene que sean castigados como traidores los mexicanos que continuaren residiendo en las poblaciones ocupadas por el enemigo",,,,,Mexico,"Mexico, Secretaría de Hacienda y Crédito Público","Mexico, President (1858-1872 : Juárez)",Zacatecas (Mexico : State),1863,1863-01-01,1863-12-31,1003655391,b9583461,Title from caption and first lines of text,Verso of sheet blank,""" ... Salon del despacho del Gobierno del Estado libre de Zacatecas, Marzo 6 de 1863.""","Signed: Severo Cosio, Sotero de la Torre",,,,"Zacatecas state broadside printing of a federal decree issued under the administration of Benito Juarez, during the European intervention, clarifying when penalties for treason should be applied",text,1 sheet (2 unnumbered pages) ; 32 x 22 cm,Zacatecas : publisher not identified,,,"Cosío, Severo","Torre, Sotero de la",b95834618,,,,Politics and government | Treason,Mexico,
N65537#91,Object,,,text,spa  - Spanish; Castilian ,"El Presidente de la República se ha servido dirigirme el decreto que sigue: Porfirio Diaz, Presidente Constitucional ... he tenido á bien decretar lo siguiente ... se concede privilegio exclusivo por diez años al Sr. Pedro Anánue y Aldecoa, por su procedimiento para la fabricacion de piedra artificial con la mezcla y proporcion de materiales que expresa su formula",,,,,Mexico,"Mexico, President (1884-1911 : Díaz)","Mexico, Secretaría de Fomento, Colonización e Industria",,1889,1889-01-01,1889-12-31,1004566586,b9585985,Title from first lines of text,Verso of sheet blank,"At upper left: Secretaria de Fomento, Colonizacion, Industria y Comercio de la República Mexicana. Seccion 2a","Typesigned and dated: Mexico, Febrero 16 de 1889. Pacheco",,,,Decree issued during the administration of Porfirio Díaz granting a ten-year concession to Pedro Unánue y Aldecoa for his method of manufacturing artificial stone,text,1 sheet ; 35 x 23 cm,Mexico : publisher not identified,,,"Pacheco, Carlos, 1839-1891",,b95859858,,,,"Politics and government | Stone, Artificial",Mexico,
N65537#78,Object,,,text,spa  - Spanish; Castilian ,El Supremo Poder Ejecutivo me ha dirigido el decreto que sigue. El Supremo Poder Ejecutivo me ha servido nombrado provisionalmente por el Soberano Congreso General Constituyente ... ha decretado lo que sigue. El Soberano Congreso General Constituyente de los Estados-Unidos Mexicanos penetrado de la necesidad en que se halla la Nación de organizar cuanto antes la administración de justicia general,,Legislación mexicana (1876) núm. 75,,,Mexico,"Mexico, Congreso Constituyente (1823-1824)","Mexico, Supremo Poder Ejecutivo (1823-1824)","Mexico, Secretaría de Estado",1824,1824-01-01,1824-12-31,875181993,b9474482,"At head of title: ""Primera Secretaria de Estado. Seccion de Gobierno. Núm. 75.""",Circular communicating a decree from Supremo Poder Ejecutivo concerning the election of individuals to the Mexican Supreme Court,Decree signed and dated at end: México 27 de agosto de 1824. Alamán,First line of text: El Soberano Congreso General Constituyente de los Estados-Unidos Mexicanos penetrado de la necesidad en que sel halla la nacion de organizar cuanto antes la administracion de justicia general .,"Article 1°: Habrá una Corte Suprema de Justicia compuesta de once ministros distribuidos en tres salas y de un fiscal, sin perjuicio de que el número de individuos pueda aumentarse o disminuirse por el Congreso general",,,,text,1 sheet (2 pages) ; 30 x 21 cm,Mexico : publisher not identified,,,"Alamán, Lucas, 1792-1853",,b94744828,,,,,,History | Sources
N65537#79,Object,,,text,spa  - Spanish; Castilian ,"El Exmo. Sr. Vice-Presidente de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... En el lugar en que los españoles rindieron las armas al ejército mexicano, se levantará una pirámide cuadrangular sobre un pedestal sencillo: en una de las caras de este, se embutirá una lápida de mármol, grabándose en ella la siguiente inscripcion",,,,,Mexico,"Mexico, President (1833 Apr. 1-May 16 : Gómez Farías)","Mexico, Primera Secretaria de Estado",,1833,1833-01-01,1833-12-31,1019876868,b9658761,Title from first lines of text,Dated and type-signed at end: México 29 de Abril de 1833. Garcia,In upper left corner: Primera Secretaria de Estado. Departamento del Interior,,,,,"Broadside issued by vice president Gómez Farías while effectively serving as president, commmunicating a decree directing that a monument be placed in the location where Spanish soliders surrendered to the Mexican army following the Battle of Tampico, September 11, 1829. The following words to be inscribed on the plaque of the monument: ""La Nacion Mexicana=Triunfó de sus invasores=Venciendo al ejército español=El once de Setiembre de mil ochocientos veinte y nueve.""",text,1 sheet ; 30 x 21 cm,Mexico : publisher not identified,,,"García, Carlos, 1788-1838","Gómez Farías, Valentín, 1781-1858",b96587611,,,"Tampico, Battle of (Tamaulipas, Mexico : 1829)",Monuments--Law and legislation | Politics and government,"Mexico | Tampico (Tamaulipas, Mexico)",History | Sources
N65537#74,Object,,,text,spa  - Spanish; Castilian ,"El Escmo Sr. Presidente de la República se ha servido dirigirme el decreto que sigue ... Entre tanto se arregla definitivamente el ejercicio del patronato en la República , se observarán para la provision de Mitras vacantes, las reglas siguientes",,,,,Mexico,"Mexico, President (1848-1851 : Herrera)","Mexico, Ministerio de Justicia y Negocios Eclesiásticos",,1850,1850-01-01,1850-12-31,39089385,b9672217,Title from first lines of text,"Dated on page [2]: ""México, Abril 16 de 1850.""",In upper left corner on recto: Ministerio de Justicia y Negocios Eclesiasticos,Type signed at end on verso: Castañeda,"Special Collections copy signed by Castañeda, with his manuscript flourish",,,Broadside communicating a three-article decree establishing central government control over Church appointments,text,1 sheet (2 unnumbered pages) ; 28 x 22 cm,Mexico : publisher not identified,,,"Castañeda, Marcelino, 1800-1877","Herrera, José Joaquín de, 1792-1854",b96722174,,,,Politics and government,Mexico,Church history | History | Sources
N65537#215,Object,,,text,spa  - Spanish; Castilian ,"Jesus Gonzalez Ortega, gobernador constitucional del estado libre y soberando de Zacatecas, á sus habitantes, sabed ... Secretaria de Estado y del despacho de hacienda y crédito público ... El C. Benito Juarez, presidente ... he tenido á bien decretar lo siguiente: Art. 1o. Se establece una ""Contribucion Federal que se pagará en toda la República, y consistirá en el veinticinco porciento adicional sobre todo",,,,,Mexico,"Mexico, President (1858-1872 : Juárez)","Mexico, Secretaría de Hacienda y Crédito Público",,1861,1861-01-01,1861-12-31,1004393648,b9584893,Title from first lines of text,Text printed in three columns,Verso blank,"Dated: Zacatecas, Diciembre 24 de 1861","Type signed: Jesus G. Ortega, Sotero de la Torre",,,Broadside issued by the governor of Zacatecas transmitting a decree by Benito Juárez establishing a new 25% federal tax,text,1 sheet ; 32 x 25 cm,Zacatecas : publisher not identified,,,"González Ortega, Jesús, 1822-1881","Torre, Sotero de la",b95848939,,,,Politics and government | Taxation--Law and legislation,Mexico | Zacatecas (Mexico : State),
N65537#75,Object,,,text,spa  - Spanish; Castilian ,S.A.S. el general Presidente se ha servido dirigirme el decreto que sigue ... : Art. 1. Se establece un Presidio en el puerto de la Paz del Territorio de la Baja California,,,,,Mexico,"Mexico, President (1853-1855 : Santa Anna)","Mexico, Secretaría de Gobernación",,1853,1853-01-01,1853-12-31,990793403,b9464570,Title from first lines of text,At head of sheet: Secretaria de Estado y del Despacho de Gobernacion,"Dated and signed in type: México, Enero 11 de 1853. Ygnacio Aguilar",,,,,,text,1 sheet (1 unnumbered page) ; 34 cm,Mexico : publisher not identified,,,"Aguilar, Ignacio",,b9464570x,,,,Fortification,"La Paz (Baja California Sur, Mexico)",History | Sources
N65537#214,Object,,,text,spa  - Spanish; Castilian ,"En la ciudad de Monterrey capital del Estado de Nuevo Leon a tres de enero de mil ochocientos treinta, reunida la diputacion permanente de la legislatura del Estado, los demas diputados ... el ecsmo. sr. gobernador y todos los mandatarios publicos",,,,,Nuevo León (Mexico : State),,,,1830,1830-01-01,1830-12-31,1019910292,b9659243,"""... de su amor al orden constitucional federal, y de su interes consiguiente en los grandes acontecimientos que se han ido succediendo desde el cuatro de diciembre procsimo pasado: se leyo la acta del pronunciamiento de la guarnicion de Mejico fecha veinte y tres del mismo acorde con el del ejercito de reserva ...""",Title from first lines of text,"Type-signed at end: Pedro del Valle, Srio. de gobno","Special Collections copy signed with manuscript flourish of Pedro del Valle, secretary of the state government",,,,"Broadside issued by the state government of Nuevo Leon pledging support of the new executive triumvirate in Mexico City comprising Lucas Alamán, Pedro Vélez, and Luis Quintanar, after the ouster of president Vicente Guerrero",text,1 sheet ; 32 cm,Monterrey Mexico : publisher not identified,,,"García, Joaquín, 1781-1845","Valle, Pedro del",b96592436,"Guerrero, Vicente, 1782-1831 | Quintanar, Luis, -1837",,,Politics and government,Mexico,History | Sources
N65537#76,Object,,,text,spa  - Spanish; Castilian ,"Don Francisco Xavier Venegas de Saavedra ... Virey, Gobernador y Capitan general de esta N.E. ... Hago saber à todos los Tribunales Jueces, autoridades y habitantes que son ... à quienes lo contenido en este bando pueda tocar de qualquiera manera ... Conviniendo para el buen órden interior del Reyno en las presentes criticas circunstancias tener noticia exâcta de las personas, que transitan de unos lugares a otros","Hago saber à todos los Tribunales Jueces, autoridades y habitantes que son, y en adelante fueren de este Reyno",,,,"New Spain, Viceroy (1810-1813 : Venegas)",,,,1811,1811-01-01,1811-12-31,1011358213,b9617573,Title from first lines of text,Text printed in two columns,Signed at end: Dado en México á 13 de Febrero de 1811. Francisco Xavier Venégas,Verso of sheet with stamps of Ferdinand VII,Special Collections copy signed by Venegas with his manuscript flourish. Also signed by Josef Ignacio Negreyros y Soria,,,"Broadside issued by Viceroy Venégas of New Spain, communicating a decree comprising 34 articles regarding passport regulations during wartime",text,1 sheet ; 71 x 40 cm,Mexico : publisher not identified,,,"Venegas, Francisco Xavier, 1760-1838",,b96175734,,,Wars of Independence (Mexico : 1810-1821),Passports | Politics and government,Mexico | New Spain,History | Sources
