,bibex,bib,filename,Object Unique ID,Level,file_name,File use,Type of Resource,Language,Language2,Title,Subtitle,Translation,Variant,Variant2,Variant3,Variant4,Corporate:Creator,Corporate:Creator2,Corporate:Creator3,Corporate:Creator4,Corporate:Creator5,Corporate:author,Corporate:enacting jurisdiction,Corporate:issuing boday,Corporate:issuing body,Corporate:issuing body 2,Corporate:issuing body 3,Corporate:printer,Corporate:publisher,Date:creation,Date:production,Identifier:OCLC number,Note:,Note:2,Note:3,Note:4,Note:5,Note:6,Note:7,Note:description,Note:material details,Note:physical description,Note:publication,Note:publication2,Note:table of contents,Person:Creator,Person:Creator2,Person:Creator3,Person:Creator4,Person:Creator5,Person:Creator6,Person:Creator7,Person:Creator8,Person:author,Person:issuing body,Person:issuing body 2,Person:issuing body 3,Person:printer,Person:printer2,Subject:genre,Subject:genre2,Subject:geographic,Subject:topic,Subject:topic2,Unnamed: 63
129,b35501613,b3550161,b35501613_1.tif,N65537#72,Object,,,text,,,"Don Manuel Rincon, Caballero de Número de la Órden Imperial de Guadalupe ... Gefe Político y Comandante General de esta Plaza y su Provincia ... El Escmo. Sr. Ministro de Guerra y Marina ... me dice ... S.M. el Emperador se ha servido ... Agustin, por divina providencia y por el Congreso de la Nacion, Primer Emperador Constitucional de Mégico ... para subvenir á los gastos de la fortificacion de la Plaza de Veracruz ... todas las mulas cargadas que entren y salgan de la citada plaza paguen un real",,,,,,,Mexico,"Mexico, Emperor (Iturbide : 1822-1823)","Mexico, Ministerio de Guerra y Marina","Mexico, Congreso Constituyente (1821-1823)","Mexico (Mexico : State), Governor",,,,,,,,,1822,,,Title from first lines of text,"""... Dado en Veracruz ... agosto de 1822.""","Signed: Manuel Rincon (with rubric), José Gimenez",In holograph: Publicado en 26 de sep[tiembr]e de 1822,Inscribed to Fran[cis]co Cueto.,,,,text,1 sheet ([1] page) , 44 x 31 cm,"México, El Gobierno",,,"Iturbide, Agustín de, 1783-1824","Rincón, M. (Manuel)","Gimenez, José",,,,,,,,,,,,,,,,
130,b35509247,b3550924,b35509247_1.tif,N65537#73,Object,,,text,,,"Deseosas las Autoridades Supremas de este estado de manifestar á todos los que forman la gran Confederacion Mexicana, sus sentimientos de armonía ... anuncia á V. ... que el 18 del presente se ha sancionado ... la Constitucion política ... tengo la complacencia de acompañar à V. ... ejemplares de dicho pacto",,,,,,,"Jalisco (Mexico), Governor",,,,,,,,,,,,,1824,,,Title from first lines of text,Printed form with holograph S in each space after V., number of copies not filled in.,"""... Guadalajara Noviembre 25 de 1824.""",Signed with rubric: Juan Nepomuceno Cumplido,,,,,text,1 folded sheet ([1] page) , 26 cm,"Guadalajara, Mexico, Gobernacion del Estado Libre de Jalisco",,,"Nepomuceno Cumplido, Juan",,,,,,,,,,,,,,,,,
131,b3551100x,b3551100,b3551100x_1.tif,N65537#74,Object,,,text,,,Tarifa de descuentos arreglada al Artículo 3o. del Decreto núm. 11 del Soberano Congreso Constituyente Mexicano,,,,,,,"Mexico, Congreso Constituyente (1821-1823)",,,,,,,,,,,,,1822,,,Caption title,"""... México 14 de Marzo de 1822.==José Hipolito Odoardo ... Carlos Maria de Bustamante ... José Marin ...""","""Es cópia. México Marzo 20 de 1822 ... [signed] Maldonado.""",,,,,,text,1 sheet ([1] page) , 29 x 21 cm,"Mexico, El Congreso",,,"Odoardo, José Hipolito","Bustamante, Carlos María de, 1774-1848","Marín R., José","Maldonado, Francisco Severo, 1775-1832",,,,,,,,,,,,,,,
132,b3551274x,b3551274,b3551274x_1.tif,N65537#75,Object,,,text,,,El Vice-Gobernador del Estado á sus habitantes sabed que el H. Congreso Constitucional ha expedido el decreto que sigue ... Art. 1o. Serán espulsos del Estado los españoles que se dirán,,,,,,,San Luis Potosí (Mexico : State),"San Luis Potosí (Mexico : State), Congreso Constitucional",,,,,,,,,,,,1827,,,Title from first lines of text,"""... San Luis Potosí Diciembre 10 de 1827.""","Signed: José Eulogio de Eznaurrizar, Mariano Villalobos","""Núm, 63.""",,,,,text,1 sheet ([1] page) , 32 x 21 cm,"San Luis Potosí, Mexico, Gobierno del Estado Libre de San Luis Potosí",,,"Eznaurrizar, José Eulogio de","Villalobos, Mariano",,,,,,,,,,,,,,,,,
133,b35513172,b3551317,n,N65537#76,Object,,,text,,,"Jose Maria Tornel y Mendivil, Diputado al Congreso de la Union por el Distrito Federal, su Gobernador &c. : Por la Secretaria de Guerra y Marina se me ha comunicado ... El Presidente de los Estados Unidos Mexicanos ... el Congreso General ha decretado ... Se permite ... la salida de las tropas nacionales fuera de los limites de la República para llevar la guerra á la Isla de Cuba ú otros puntos dependientes del Gobierno Español",,,,,,,Mexico,"Distrito Federal (Mexico), Governor","Mexico, President (1824-1829 : Victoria)","Mexico, Congreso","Mexico, Secretaría de Guerra y Marina",,,,,,,,,1828,,,Title from caption and first lines of text,"""... Palacio del Gobierno Federal en México á 12 de Mayo de 1828.--Guadalupe Victoria ... G. Pedraza ...""","Signed: José Maria Tornél, Ignacio Flores Alatorre",Seal of Ferdinand VII on verso canceled out, new seal reads: Habilitado por la Republica Mexicana para los años de 1824-1826.,,,,,text,1 sheet ([1] page) , 32 x 22 cm,"Mexico, Gobierno del Distrito Federal",,,"Tornel y Mendívil, José María, 1789-1853","Victoria, Guadalupe, 1786-1843","Gómez Pedraza, Manuel, 1789-1851","Flores Alatorre, Ignacio",,,,,,,,,,,,,,
134,b35513172,b3551317,b35513172_1.tif,N65537#76,Object,,,text,,,"Jose Maria Tornel y Mendivil, Diputado al Congreso de la Union por el Distrito Federal, su Gobernador &c. : Por la Secretaria de Guerra y Marina se me ha comunicado ... El Presidente de los Estados Unidos Mexicanos ... el Congreso General ha decretado ... Se permite ... la salida de las tropas nacionales fuera de los limites de la República para llevar la guerra á la Isla de Cuba ú otros puntos dependientes del Gobierno Español",,,,,,,Mexico,"Distrito Federal (Mexico), Governor","Mexico, President (1824-1829 : Victoria)","Mexico, Congreso","Mexico, Secretaría de Guerra y Marina",,,,,,,,,1828,,,Title from caption and first lines of text,"""... Palacio del Gobierno Federal en México á 12 de Mayo de 1828.--Guadalupe Victoria ... G. Pedraza ...""","Signed: José Maria Tornél, Ignacio Flores Alatorre",Seal of Ferdinand VII on verso canceled out, new seal reads: Habilitado por la Republica Mexicana para los años de 1824-1826.,,,,,text,1 sheet ([1] page) , 32 x 22 cm,"Mexico, Gobierno del Distrito Federal",,,"Tornel y Mendívil, José María, 1789-1853","Victoria, Guadalupe, 1786-1843","Gómez Pedraza, Manuel, 1789-1851","Flores Alatorre, Ignacio",,,,,,,,,,,,,,
135,b35513172,b3551317,b35513172_2.tif,N65537#76,Object,,,text,,,"Jose Maria Tornel y Mendivil, Diputado al Congreso de la Union por el Distrito Federal, su Gobernador &c. : Por la Secretaria de Guerra y Marina se me ha comunicado ... El Presidente de los Estados Unidos Mexicanos ... el Congreso General ha decretado ... Se permite ... la salida de las tropas nacionales fuera de los limites de la República para llevar la guerra á la Isla de Cuba ú otros puntos dependientes del Gobierno Español",,,,,,,Mexico,"Distrito Federal (Mexico), Governor","Mexico, President (1824-1829 : Victoria)","Mexico, Congreso","Mexico, Secretaría de Guerra y Marina",,,,,,,,,1828,,,Title from caption and first lines of text,"""... Palacio del Gobierno Federal en México á 12 de Mayo de 1828.--Guadalupe Victoria ... G. Pedraza ...""","Signed: José Maria Tornél, Ignacio Flores Alatorre",Seal of Ferdinand VII on verso canceled out, new seal reads: Habilitado por la Republica Mexicana para los años de 1824-1826.,,,,,text,1 sheet ([1] page) , 32 x 22 cm,"Mexico, Gobierno del Distrito Federal",,,"Tornel y Mendívil, José María, 1789-1853","Victoria, Guadalupe, 1786-1843","Gómez Pedraza, Manuel, 1789-1851","Flores Alatorre, Ignacio",,,,,,,,,,,,,,
136,b35513366,b3551336,b35513366_1.tif,N65537#77,Object,,,text,,,El Comandante Principal del Territorio de Tlaxcala a sus compañeros de armas,,,,,,,,,,,,,,,,,,Oficina del C. Pedro de la Rosa,,1828,,,Caption title,"""... Tlaxcala Diciembre 9 de 1828.""",Signed: José Antonio de Saldaña,,,,,,text,1 sheet ([1] page) , 30 x 21 cm,"Puebla Mexico, Oficina del C. Pedro de la Rosa",,,"Saldaña, José Antonio de",,,,,,,,,,,,,,,,,,
137,b35513597,b3551359,b35513597_1.tif,N65537#78,Object,,,text,,,"El Gobernador del Estado á sus conciudadanos : Mis amigos , ya el atrevido español va recibiendo el pago de su temeraria empresa : el general en gefe ciudadano Antonio Lopez de Santa-Anna asaltó Tampico ... han sido y son los vasallos del asesino de sus padres, Fernando 7o",,,"Mis amigos, ya el atrevido español va recibiendo el pago de su temeraria empresa",,,,"San Luis Potosí (Mexico : State), Governor",,,,,,,,,,,,,1829,,,Title from caption and first lines of text,"""... San Luis Potosí Agosto 27 de 1829.""",Signed: Vicente Romero,,,,,,text,1 sheet ([1] page) , 44 x 32 cm,"San Luis Potosí Mexico, Imprenta del Estado en Palacio á cargo del ciudadano Ladislao Vildósola",,,"Romero, Vicente, gobernador",,,,,,,,,,,,"Vildósola, Ladislao",,,,,,
138,b35514048,b3551404,n,N65537#79,Object,,,text,,,Alocucion al pueblo de Jalisco sobre la falcedad de la prision de Barradas,,,,,,,,,,,,,,,,,,,,1829,,,Caption title,Signed: J. Bentura Rocha,,,,,,,text,1 sheet ([2] pages) , 32 x 22 cm,"Guadalajara, Impremta sic del Gobierno",,,"Bentura Rocha, J",,,,,,,,,,,,,,,,,,
139,b35514048,b3551404,b35514048_1.tif,N65537#79,Object,,,text,,,Alocucion al pueblo de Jalisco sobre la falcedad de la prision de Barradas,,,,,,,,,,,,,,,,,,,,1829,,,Caption title,Signed: J. Bentura Rocha,,,,,,,text,1 sheet ([2] pages) , 32 x 22 cm,"Guadalajara, Impremta sic del Gobierno",,,"Bentura Rocha, J",,,,,,,,,,,,,,,,,,
140,b35514048,b3551404,b35514048_2.tif,N65537#79,Object,,,text,,,Alocucion al pueblo de Jalisco sobre la falcedad de la prision de Barradas,,,,,,,,,,,,,,,,,,,,1829,,,Caption title,Signed: J. Bentura Rocha,,,,,,,text,1 sheet ([2] pages) , 32 x 22 cm,"Guadalajara, Impremta sic del Gobierno",,,"Bentura Rocha, J",,,,,,,,,,,,,,,,,,
141,b35514954,b3551495,b35514954_1.tif,N65537#80,Object,,,text,,,"El Coronel del Primer Batallon de Milicia Local de Mexico a los individuos que lo componen : Soldados compatriotas, cuando veo el empeño con que los hijos de Pelayo procuran invadirnos",,,"Soldados compatriotas, cuando veo el empeño con que los hijos de Pelayo procuran invadirnos",,,,,,,,,,,,,,,,,1829,,,Title from caption and first lines of text,"""... México julio 28 de 1829.""",Signed: Pedro Mayor del Valle,,,,,,text,1 sheet ([1] page) , 31 x 22 cm,"Mexico, Oficina del C. Rafael Nuñez",,,"Mayor del Valle, Pedro",,,,,,,,,,,,"Núñez, Rafael",,,,,,
142,b35515971,b3551597,b35515971_1.tif,N65537#81,Object,,,text,,,"Jose Maria Totnel [i.e. Tornel] Mendivil, Coronel, Diputado, Gobernador del Distrito Federal : Por la Secretaría de Relaciones se me ha comunicado ... El Presidente de los Estados-Unidos Mexicanos ... el Congreso General ha decretado ... Se abona el tiempo doble á los cuerpos del Ejército de la República",,,"Jose Maria Tornel Mendivil, Coronel, Diputado, Gobernador del Distrito Federal",,,,Mexico,"Distrito Federal (Mexico), Governor","Mexico, President (1829 Apr. 1-Dec. 16 : Guerrero)","Mexico, Congreso","Mexico, Secretaría de Relaciones Exteriores",,,,,,,,,1829,,,Title from caption and first lines of text,"""... Palacio del Gobierno Federal en México á 20 de agosto de 1829.==Vicente Guerrero A D. Francisco Moctezuma ...""","Signed: Moctezuma, José Maria Tornel, Ignacio Flores Alatorre",,,,,,text,1 sheet ([1] page) , 31 x 22 cm,"Mexico, Gobierno del Distrito Federal",,,"Tornel y Mendívil, José María, 1789-1853","Guerrero, Vicente, 1782-1831","Moctezuma, Francisco","Flores Alatorre, Ignacio",,,,,,,,,,,,,,,
143,b35517311,b3551731,n,N65537#82,Object,,,text,,,Acta celebrada por esta guarnicion a consecuencia del estado político en que se halla actualmente la República,,,,,,,"Mexico, Ejército",,,,,,,,,,,Imprenta Liberal,,1829,,,Caption title,"""... Que se remitan ... dichos documentos al ... vice- presidente ... Anastasio Bustamante ... deben pasar a la Capital ... Pedro Landero ... Juan Soto ... Francisco Corral ... [signed] Juan Soto ...""--P. [1]",Includes details of plan backed by Santa Anna to depose Guerrero and make Bustamante president,"""... Dios y libertad. Veracruz setiembre 26 de 1829""--P. [2]",Signed: Antonio Juille y Moreno ... Pedro Landero ... Francisco del Corral ... Juan de Soto ... [et al.],,,,text,1 sheet ([2] pages) , 31 x 22 cm,"Veracruz, Mexico, Imprenta Liberal á cargo de Antonio Maria Valdes",,,"Juille y Moreno, Antonio","Landero, Pedro Telmo de, 1752-1832","Corral, Francisco","Soto, Juan de",,,,,,,,,"Valdes, Antonio Maria",,,,,,
144,b35517311,b3551731,b35517311_1.tif,N65537#82,Object,,,text,,,Acta celebrada por esta guarnicion a consecuencia del estado político en que se halla actualmente la República,,,,,,,"Mexico, Ejército",,,,,,,,,,,Imprenta Liberal,,1829,,,Caption title,"""... Que se remitan ... dichos documentos al ... vice- presidente ... Anastasio Bustamante ... deben pasar a la Capital ... Pedro Landero ... Juan Soto ... Francisco Corral ... [signed] Juan Soto ...""--P. [1]",Includes details of plan backed by Santa Anna to depose Guerrero and make Bustamante president,"""... Dios y libertad. Veracruz setiembre 26 de 1829""--P. [2]",Signed: Antonio Juille y Moreno ... Pedro Landero ... Francisco del Corral ... Juan de Soto ... [et al.],,,,text,1 sheet ([2] pages) , 31 x 22 cm,"Veracruz, Mexico, Imprenta Liberal á cargo de Antonio Maria Valdes",,,"Juille y Moreno, Antonio","Landero, Pedro Telmo de, 1752-1832","Corral, Francisco","Soto, Juan de",,,,,,,,,"Valdes, Antonio Maria",,,,,,
145,b35517311,b3551731,b35517311_2.tif,N65537#82,Object,,,text,,,Acta celebrada por esta guarnicion a consecuencia del estado político en que se halla actualmente la República,,,,,,,"Mexico, Ejército",,,,,,,,,,,Imprenta Liberal,,1829,,,Caption title,"""... Que se remitan ... dichos documentos al ... vice- presidente ... Anastasio Bustamante ... deben pasar a la Capital ... Pedro Landero ... Juan Soto ... Francisco Corral ... [signed] Juan Soto ...""--P. [1]",Includes details of plan backed by Santa Anna to depose Guerrero and make Bustamante president,"""... Dios y libertad. Veracruz setiembre 26 de 1829""--P. [2]",Signed: Antonio Juille y Moreno ... Pedro Landero ... Francisco del Corral ... Juan de Soto ... [et al.],,,,text,1 sheet ([2] pages) , 31 x 22 cm,"Veracruz, Mexico, Imprenta Liberal á cargo de Antonio Maria Valdes",,,"Juille y Moreno, Antonio","Landero, Pedro Telmo de, 1752-1832","Corral, Francisco","Soto, Juan de",,,,,,,,,"Valdes, Antonio Maria",,,,,,
146,b35517323,b3551732,n,N65537#83,Object,,,text,,,"El Exmô Sr. Secretario de Estado y del Despacho de Guerra y Marina, D. Manuel de la Sota Riva, se ha servido comunicarme ... Atendiendo S.M.I. á los méritos y recomendables circunstancias de V.E., se ha dignado nombrarlo Capitan General y Gefe Superior Político de la Provincia de Nueva Galicia ... Asimismo ha tenido á bien nombrar Capitan General de esta provincia y Gefe Superior Político de ella al mariscal de campo D. José Antonio Andrade",,,,,,,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina","Mexico (Mexico : State), Governor",,,,,,,,,,,,1822,,,Title from first lines of text,"""... México 19 Sepiembre de 1822""--P. [2]",Signed with rubric: Luis Quintanar,,,,,,text,1 sheet ([2] pages) , 21 cm,"Mexico, Gobierno Político Superior de la Provincia de México",,,"Sota Riva, Manuel de la","Quintanar, Luis",,,,,,,,,,,,,,,,,
147,b35517323,b3551732,b35517323_1.tif,N65537#83,Object,,,text,,,"El Exmô Sr. Secretario de Estado y del Despacho de Guerra y Marina, D. Manuel de la Sota Riva, se ha servido comunicarme ... Atendiendo S.M.I. á los méritos y recomendables circunstancias de V.E., se ha dignado nombrarlo Capitan General y Gefe Superior Político de la Provincia de Nueva Galicia ... Asimismo ha tenido á bien nombrar Capitan General de esta provincia y Gefe Superior Político de ella al mariscal de campo D. José Antonio Andrade",,,,,,,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina","Mexico (Mexico : State), Governor",,,,,,,,,,,,1822,,,Title from first lines of text,"""... México 19 Sepiembre de 1822""--P. [2]",Signed with rubric: Luis Quintanar,,,,,,text,1 sheet ([2] pages) , 21 cm,"Mexico, Gobierno Político Superior de la Provincia de México",,,"Sota Riva, Manuel de la","Quintanar, Luis",,,,,,,,,,,,,,,,,
148,b35517323,b3551732,b35517323_2.tif,N65537#83,Object,,,text,,,"El Exmô Sr. Secretario de Estado y del Despacho de Guerra y Marina, D. Manuel de la Sota Riva, se ha servido comunicarme ... Atendiendo S.M.I. á los méritos y recomendables circunstancias de V.E., se ha dignado nombrarlo Capitan General y Gefe Superior Político de la Provincia de Nueva Galicia ... Asimismo ha tenido á bien nombrar Capitan General de esta provincia y Gefe Superior Político de ella al mariscal de campo D. José Antonio Andrade",,,,,,,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina","Mexico (Mexico : State), Governor",,,,,,,,,,,,1822,,,Title from first lines of text,"""... México 19 Sepiembre de 1822""--P. [2]",Signed with rubric: Luis Quintanar,,,,,,text,1 sheet ([2] pages) , 21 cm,"Mexico, Gobierno Político Superior de la Provincia de México",,,"Sota Riva, Manuel de la","Quintanar, Luis",,,,,,,,,,,,,,,,,
149,b35517529,b3551752,n,N65537#84,Object,,,text,,,"Antonio Lopez de Santa-Anna, General de Division de los Egércitos ... Gobernador Constitucional del Estado de Veracruz ... : Por la Secretaría de Estado y del Despacho de Relaciones se me ha comunicado ... El Presidente ... se ha servido ... Que para resolver varias dudas sobre la inteligencia del decreto ... á contener varios abusos del a libertad de la imprenta",,,,,,,Mexico,"Veracruz-Llave (Mexico : State), Governor","Mexico, President (1829 Apr. 1-Dec. 16 : Guerrero)","Mexico, Congreso","Mexico, Secretaría de Estado y del Despacho de Relaciones",,,,,,,,,1829,,,Title from caption and first lines of text,"""... Dado en el Palacio Federal de Mégico á 11 de setiembre de 1829.--Vicente Guerrero A D. José María de Bocanegra ...""","""... Veracruz setiembre 26 de 1829.""","Signed: Bocanegra, Antonio Lopez de Santa-Anna, José Desiderio Aljovin",,,,,text,1 sheet ([1] page) , 32 x 23 cm,"Veracruz, Mexico, Estado de Veracruz",,,"Santa Anna, Antonio López de, 1794?-1876","Bocanegra, José María, 1787-1862","Moctezuma, Francisco","Aljovin, José Desiderio",,,,,,,,,,,,,,,
150,b35517529,b3551752,b35517529_1.tif,N65537#84,Object,,,text,,,"Antonio Lopez de Santa-Anna, General de Division de los Egércitos ... Gobernador Constitucional del Estado de Veracruz ... : Por la Secretaría de Estado y del Despacho de Relaciones se me ha comunicado ... El Presidente ... se ha servido ... Que para resolver varias dudas sobre la inteligencia del decreto ... á contener varios abusos del a libertad de la imprenta",,,,,,,Mexico,"Veracruz-Llave (Mexico : State), Governor","Mexico, President (1829 Apr. 1-Dec. 16 : Guerrero)","Mexico, Congreso","Mexico, Secretaría de Estado y del Despacho de Relaciones",,,,,,,,,1829,,,Title from caption and first lines of text,"""... Dado en el Palacio Federal de Mégico á 11 de setiembre de 1829.--Vicente Guerrero A D. José María de Bocanegra ...""","""... Veracruz setiembre 26 de 1829.""","Signed: Bocanegra, Antonio Lopez de Santa-Anna, José Desiderio Aljovin",,,,,text,1 sheet ([1] page) , 32 x 23 cm,"Veracruz, Mexico, Estado de Veracruz",,,"Santa Anna, Antonio López de, 1794?-1876","Bocanegra, José María, 1787-1862","Moctezuma, Francisco","Aljovin, José Desiderio",,,,,,,,,,,,,,,
